Station Name,State name,District / Town,Basin Name,River Name,Latitude,longitude,Division Name,Type Of Site
Deongaon Bridge,Karnataka,Kalaburagi,Krishna,Bhima,17.17,76.33,"Lower Krishna Division(LKD), Hyderabad",Level
Srinagar,Uttarakhand,PAURI GARHWAL,Ganga,Alaknanda,30.228888888888886,78.78666666666666,"Himalayan Ganga Division,Haridwar",Level
KOSI BARRAGE,Bihar,SUPAUL,Ganga,Kosi,26.52,86.92,"Lower Ganga Division-I(LGD-I), Patna",Inflow
Sangod,Rajasthan,KOTA,Ganga,Parwan,24.961111111111112,76.29777777777778,"Chambal Division(CD), Jaipur",Base
SANOOR,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari,Shambhavi,13.180833333333332,74.99444444444444,"Southern Western River Division(SWRD), Kochi",Base
Ramdia,Assam,KAMRUP,Brahmaputra,-,26.26527777777778,91.51555555555555,"Middle Brahmaputra Division (MBD), Guwahati",Base
Fatehpur,Bihar,PATNA,Ganga,Punpun,25.511666666666667,85.19527777777778,"Lower Ganga Division-II(LGD-II), Patna",Base
Ghatakusumi,Odisha,Nabarangapur,,,19.119444444444444,82.22361111111111,"Lower Godavari Division(LGD), Hyderabad",Base
Bogibil,Assam,DIBRUGARH,Brahmaputra,Brahmaputra,27.3925,94.77666666666667,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Savandapur,Tamil Nadu,Erode,Cauvery,Bhavani,11.52138888888889,77.51,"Southern River Division(SRD), Coimbatore",Base
Haripur,Jharkhand,DUMKA,Ganga,Tepra,24.31138888888889,87.08694444444444,"Damodar Division(DD), Asansol",Base
Bachhwara,Bihar,BEGUSARAI,Ganga,Baya,25.574166666666667,85.88916666666667,"Lower Ganga Division-I(LGD-I), Patna",Base
BHALUKA,West Bengal,MALDAH,Ganga,Fulhar,25.315555555555555,87.82777777777777,"Lower Ganga Division III(LGD-III), Berhampore",Base
Ukai Reservoir,Gujarat,Surat,Tapi,Tapi,21.25,73.58999999999999,"Executive Engineer, Tapi Division, Surat",Inflow
Ahiro,Bihar,BANKA,Ganga,Ganga,25.934166666666666,87.15027777777779,"Lower Ganga Division-II(LGD-II), Patna",Base
Gandlapet,Telangana,NIZAMABAD,Godavari,Peddavagu,18.82111111111111,78.43805555555556,"Upper Godavari Division(UGD), Hyderabad",Base
Badarpur Ghat,Assam,KARIMGANJ,Barak and Others,Barak,24.87527777777778,92.57833333333333,"Meghna Investigation Division(MID), Shillong",Level
Ganganagar,Uttarakhand,Rudraprayag,Ganga,Mandakini,30.400555555555552,79.04194444444444,"Himalayan Ganga Division,Haridwar",Level
Fulertal,Assam,CACHAR,Barak and Others,Barak,24.790277777777778,93.00777777777778,"Meghna Investigation Division(MID), Shillong",Base
Badrinath,Uttarakhand,Chamoli,Ganga,Alaknanda,30.748333333333335,79.49583333333334,"Himalayan Ganga Division,Haridwar",Base
Annapurna Ghat,Assam,CACHAR,Barak and Others,Barak,24.83277777777778,92.79166666666667,"Meghna Investigation Division(MID), Shillong",Level
RAMESHWAR,Uttarakhand,Pithoragarh,Ganga,Sarju,29.533055555555556,80.1,"Planning & Investigation Division, Faridabad",Base
Zari,Maharashtra,Parbhani,Godavari,Dudhna,19.39472222222222,76.77333333333333,"Upper Godavari Division(UGD), Hyderabad",Base
Simga,Chhattisgarh,BALODABAZAR,Mahanadi,Seonath,21.63277777777778,81.68472222222222,"Mahanadi Division(MD), Burla",Base
Tusuma,West Bengal,PURULIYA,Ganga,Kangsabati,23.104444444444447,86.66166666666668,"Damodar Division(DD), Asansol",Base
Matijuri,Assam,HAILAKANDI,Barak and Others,Katakhal,24.649444444444445,92.60888888888888,"Meghna Investigation Division(MID), Shillong",Level
ETAWAH,Uttar Pradesh,ETAWAH,Ganga,Yamuna,26.749722222222225,78.98333333333333,"Lower Yamuna Division(LYD), Agra",Level
PINGALWADA,Gujarat,Vadodara,Narmada,Dhadhar,22.110833333333336,73.0786111111111,"Executive Engineer, Tapi Division, Surat",Base
RAJPIPLA,Gujarat,Narmada,Narmada,Karjan,21.87777777777778,73.46611111111112,"Executive Engineer, Tapi Division, Surat",Base
Badatighat,Assam,LAKHIMPUR,Brahmaputra,Subansiri,26.948888888888888,93.96222222222222,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Satyanarayan,Uttarakhand,Dehradun,Ganga,Song,30.051666666666666,78.21833333333333,"Himalayan Ganga Division,Haridwar",Base
NARAJ BARRAGE(U/S),Odisha,CUTTACK,,,20.8,85.96666666666667,"Mahanadi Division(MD), Burla",Base
Allahabad,Uttar Pradesh,PRAYGRAJ,Ganga,Ganga,25.403055555555554,81.9113888888889,"Middle Ganga Division-III(MGD-III), Varanasi",Level
Bhamgarh,Madhya Pradesh,Khandwa,Narmada,Chhota Tawa,21.84361111111111,76.50444444444445,"Narmada Division(ND), Bhopal",Base
Getalsud Reservoir,Jharkhand,RANCHI,Subernarekha,Subarnarekha,23.45,85.55,"Eastern Rivers Division(ERD), Bhubaneswar",Inflow
Suraithota,Uttarakhand,Chamoli,Ganga,Alaknanda,30.531388888888888,79.74083333333333,"Himalayan Ganga Division,Haridwar",Base
Sohagpura,Rajasthan,PRATAPGARH,Mahi,Erau,23.918333333333333,74.70027777777779,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Narasingarayainpet,Andhra Pradesh,CHITTOOR,East flowing rivers between Pennar and Kanyakumari,Poini,13.183333333333334,79.20805555555556,"Hydrology Division(HD),Chennai",Base
KALATHUKADAVU,Kerala,KOTTAYAM,West flowing rivers from Tapi to Tadri,Meenachil,9.719722222222222,76.77833333333334,"Southern Western River Division(SWRD), Kochi",Base
Katghora,Chhattisgarh,KORBA,Mahanadi,Hasdeo,22.491666666666667,82.53861111111111,"Mahanadi Division(MD), Burla",Base
Chhitaunighat,Uttar Pradesh,KUSHINAGAR,Ganga,Gandak,27.17777777777778,83.96333333333334,"Lower Ganga Division-I(LGD-I), Patna",Base
Shella,Meghalaya,East Khasi Hills,Barak and Others,umiew,25.179722222222225,91.63527777777779,"Meghna Investigation Division(MID), Shillong",Base
Gopurajapuram,Tamil Nadu,Nagapattinam,Cauvery,Puravidaiyanar,10.850555555555555,79.78944444444444,"Hydrology Division(HD),Chennai",Base
Avanigadda,Andhra Pradesh,KRISHNA,Krishna,Lower Krishna,16.02,80.91000000000001,"Lower Krishna Division(LKD), Hyderabad",Level
Khandiovari,Rajasthan,UDAIPUR,Mahi,Som,24.011388888888888,73.66416666666667,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Borwa,Madhya Pradesh,RATLAM,Mahi,Mahi,23.21611111111111,74.78,"Executive Engineer, Mahi Divison, Gandhinagar",Base
PERUMANNU,Kerala,KANNUR,West flowing rivers from Tadri to Kanyakumari,Valapatnam,11.9823,75.58415833333333,"Southern Western River Division(SWRD), Kochi",Base
PUDUNAGARA,Karnataka,Mysore,Cauvery,Uduthorehalla,12.069444444444445,77.40944444444445,"Cauvery Division, Bangaluru",Base
Akhnoor,Jammu & Kashmir,JAMMU,Indus,Chenab,32.90083333333333,74.75888888888889,"Chenab Division(CD), Jammu",Base
PARSHURAMKUND,Arunachal Pradesh,LOHIT,Brahmaputra,Lohit,27.87777777777778,96.35944444444443,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Karimganj,Assam,KARIMGANJ,Barak and Others,Kushiyara,24.878611111111113,92.35666666666665,"Meghna Investigation Division(MID), Shillong",Level
Oollenur,Karnataka,Raichur,Krishna,Tungabhadra,15.491944444444444,76.7175,"Lower Krishna Division(LKD), Hyderabad",Base
DAHIGAON,Maharashtra,Jalgaon,Tapi,Girna,20.83361111111111,75.4238888888889,"Executive Engineer, Tapi Division, Surat",Base
Meenus (Khad),Himachal Pradesh,SIRMAUR,Ganga,Meenus,30.761388888888888,77.705,"Upper Yamuna Division(UYD), New Delhi",Base
Ahirwalia,Bihar,PURBA CHAMPARAN,Ganga,Burhi Gandak,26.415277777777778,85.06611111111111,"Lower Ganga Division-I(LGD-I), Patna",Level
KURUNDWAD,Maharashtra,Kolhapur,Krishna,Krishna,16.684444444444445,74.60222222222221,"Upper Krishna Division(UKD), Pune",Base
Titawi,Uttar Pradesh,MUZAFFARNAGAR,Ganga,Hindon,29.47722222222222,77.51805555555555,"Upper Yamuna Division(UYD), New Delhi",Base
Parsohan Ghat,Uttar Pradesh,SIDDHARTHNAGAR,Ganga,Burhi Rapti,27.39527777777778,82.5625,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Margherita,Assam,TINSUKIA,Brahmaputra,Buridehing,27.283611111111114,95.66277777777778,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
TITANG,Himachal Pradesh,KINNAUR,Indus,Satluj,31.764388888888888,78.63636111111111,"Snow Hydrology Division(SHD), Shimla",Base
Monierkhal,Assam,CACHAR,Barak and Others,Sonai,24.583055555555557,92.9563888888889,"Meghna Division(MD), Silchar",Base
Mahi Bajaj Sagar Dam,Rajasthan,BANSWARA,Mahi,Mahi,23.628611111111113,74.54722222222222,"Executive Engineer, Mahi Divison, Gandhinagar",Inflow
Indupur,Odisha,KENDRAPARA,Brahmani and Baitarni,Brahmani,20.616388888888892,86.39583333333334,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Farakka(FF),West Bengal,MURSHIDABAD,Ganga,Ganga,24.8,87.92,"Lower Ganga Division-II(LGD-II), Patna",Level
PVNRao Kantanapally Project,Telangana,MULUGU,Godavari,Godavari,18.58611111111111,80.39333333333335,"Upper Godavari Division(UGD), Hyderabad",Inflow
Tal,Madhya Pradesh,RATLAM,Ganga,Chambal,23.72138888888889,75.34444444444443,"Chambal Division(CD), Jaipur",Base
Arampur,Odisha,ANUGUL,Mahanadi,-,20.809166666666666,84.61333333333333,"Mahanadi Division(MD), Burla",Base
Salebardi,Maharashtra,Bhandara,Godavari,Chulband,20.912499999999998,79.92722222222223,"Wainganga Division(WD), Nagpur",Base
Prakasam Barrage,Andhra Pradesh,KRISHNA,Krishna,Krishna,16.500000000350887,80.5333333337963,"EE, GUNTUR",Base
Paragaon,Maharashtra,Pune,Krishna,Bhima,18.56833333333333,74.38055555555555,"Upper Krishna Division(UKD), Pune",Base
KALMA,Chhattisgarh,JANJGIR - CHAMPA,Mahanadi,Mahanadi,21.69472222222222,83.27777777777777,"Mahanadi Division(MD), Burla",Base
Uskabazar,Uttar Pradesh,SIDDHARTHNAGAR,Ganga,Kunhara,27.18888888888889,83.12555555555555,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Satrapur,Maharashtra,Nagpur,Godavari,Kanhan,21.21638888888889,79.23305555555555,"Wainganga Division(WD), Nagpur",Base
Rd.Bridge D/S of Chandil Dam,Jharkhand,PURBI SINGHBHUM,Subernarekha,Dulang,22.97083333333333,86.02083333333333,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Melliaputti,Andhra Pradesh,SRIKAKULAM,East flowing rivers between Mahanadi and Pennar,Mahendrathanaya,18.775277777777777,84.17055555555557,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Kachhla Bridge,Uttar Pradesh,BUDAUN,Ganga,Ganga,27.931944444444447,78.8625,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Amour,Bihar,PURNIA,Ganga,Parman,25.941388888888888,87.72055555555556,"Lower Ganga Division-I(LGD-I), Patna",Base
Rymbai,Meghalaya,East Jaintia Hills,Barak and Others,kalipai,25.33222222222222,92.31777777777778,"Meghna Investigation Division(MID), Shillong",Base
Sukheti _BBMB,Himachal Pradesh,KINNAUR,Indus,-,31.7008333333333,76.9438888888889,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Mohanpur,West Bengal,MEDINIPUR,Ganga,Kangsabati,22.398333333333333,87.3436111111111,"Damodar Division(DD), Asansol",Level
Bathnaha,Bihar,ARARIA,Ganga,Parman,26.3725,87.23694444444445,"Lower Ganga Division-I(LGD-I), Patna",Base
ROING,Arunachal Pradesh,Lower Dibang Valley,Brahmaputra,Brahmaputra,28.15833333333333,95.845,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Gunupur,Odisha,RAYAGADA,East flowing rivers between Mahanadi and Pennar,Vamsadhara,19.083333333333332,83.80555555555556,"Eastern Rivers Division(ERD), Bhubaneswar",Level
Swampatna,Odisha,KENDUJHAR,Brahmani and Baitarni,Baitarani,21.616666666666667,85.91666666666667,"Eastern Rivers Division(ERD), Bhubaneswar",Base
IRRUKKANKUDI,Tamil Nadu,Virudhunagar,East flowing rivers between Pennar and Kanyakumari,Vaippar,9.324166666666667,77.99055555555556,"Southern River Division(SRD), Coimbatore",Base
HALADI,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari,Haladi,13.581666666666667,74.85777777777777,"Southern Western River Division(SWRD), Kochi",Base
Naidupet,Andhra Pradesh,NELLORE,East flowing rivers between Pennar and Kanyakumari,Swarnamukhi,13.947222222222223,79.89722222222223,"Hydrology Division(HD),Chennai",Base
VIDYA NAGAR,Kerala,KASARAGOD,-,-,12.52038888888889,75.01630555555556,Hydrology Division Thrissur,Base
Basantpur,Uttar Pradesh,BIJNOR,Ganga,Ganga,29.103055555555557,78.09861111111111,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Saradaput,Odisha,MALKANGIRI,Godavari,Sabari,18.6125,82.14277777777778,"Lower Godavari Division(LGD), Hyderabad",Base
Dharamjaigarh,Chhattisgarh,RAIGARH,Mahanadi,Mand,22.47722222222222,83.21416666666667,"Mahanadi Division(MD), Burla",Base
MUKKODLU,Karnataka,Kodagu,Cauvery,Harangi,12.490555555555554,75.77222222222223,"Cauvery Division, Bangaluru",Base
Biswanath Ghat,Assam,Biswanath,Brahmaputra,Brahmaputra,26.65833333333333,93.1725,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Manderial,Rajasthan,KARAULI,Ganga,Chambal,26.280833333333334,77.2761111111111,"Chambal Division(CD), Jaipur",Level
Toyum,Sikkim,GYALSINGH,Brahmaputra,Kalez Khola,27.27027777777778,88.26027777777777,"Sikkim Investigation Division, Gangtok",Base
Nagrakata,West Bengal,JALPAIGURI,Brahmaputra,Jaldhaka,26.870555555555555,88.89555555555556,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Andhiyarkhore,Chhattisgarh,BEMETARA,Mahanadi,Hamp,21.834722222222222,81.59722222222221,"Mahanadi Division(MD), Burla",Base
Suyalbari,Uttarakhand,Nainital,Ganga,Kosi,29.540000000000003,79.55333333333333,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Chamiyala,Uttarakhand,Tehri Garhwal,Ganga,Balganga,30.473055555555554,78.63055555555555,"Himalayan Ganga Division,Haridwar",Base
Anas PH-II,Rajasthan,BANSWARA,Mahi,Anas,23.353611111111114,74.23361111111112,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Thandalaiputhur,Tamil Nadu,Tiruchirappalli,Cauvery,Ayyar,10.99111111111111,78.51333333333334,"Southern River Division(SRD), Coimbatore",Base
Birahi,Uttarakhand,Chamoli,Ganga,Alaknanda,30.407777777777778,79.3888888888889,"Himalayan Ganga Division,Haridwar",Base
Chatia,Bihar,PURBA CHAMPARAN,Ganga,Gandak,26.532777777777778,84.5586111111111,"Lower Ganga Division-I(LGD-I), Patna",Level
ERINJIPUZHA,Kerala,KASARAGOD,West flowing rivers from Tadri to Kanyakumari,Payaswani,12.495833333333332,75.15694444444445,"Southern Western River Division(SWRD), Kochi",Base
B.K.Ghat,Uttar Pradesh,BAHRAICH,Ganga,Ghagra,28.272777777777776,81.09083333333332,"Middle Ganga Division-I(MGD-I), Lucknow",Base
VALIGONDA,Telangana,NALGONDA,Krishna,Musi,17.365555555555556,79.03222222222222,"Lower Krishna Division(LKD), Hyderabad",Base
NAWTHA,Madhya Pradesh,BURHANPUR,Tapi,Tapi,21.4325,76.43777777777778,"Executive Engineer, Tapi Division, Surat",Base
Chaugurji Ghat,Uttar Pradesh,Lakhimpur Kheri,Ganga,Ghagra,28.393055555555556,81.0075,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Baghmara,Meghalaya,South Garo Hills,Barak and Others,Simsang,25.199166666666667,90.6438888888889,"Meghna Investigation Division(MID), Shillong",Base
Tuirial Dam_NEEPCO,Mizoram,KOLASIB,Barak and Others,-,24.35638888888889,92.88666666666667,"Meghna Division(MD), Silchar",Inflow
D P Ghat,West Bengal,JHARGRAM,Ganga,Bairabanki & Taraphini,22.629722222222224,86.97472222222223,"Damodar Division(DD), Asansol",Base
Eturunagaram,Telangana,MULUGU,Godavari,Godavari,18.32,80.46000000000001,"Upper Godavari Division(UGD), Hyderabad",Level
Jehanabad,Bihar,JEHANABAD,Ganga,Dhardha,25.209444444444443,84.98336111111111,"Lower Ganga Division-II(LGD-II), Patna",Base
Chandanpur,Odisha,MAYURBHANJ,Subernarekha,Burhabalang,22.16611111111111,86.57138888888889,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Dhareri,Madhya Pradesh,UJJAIN,Ganga,Chambal,23.1475,75.50833333333334,"Chambal Division(CD), Jaipur",Base
JUHIKHA,Uttar Pradesh,JALAUN,Ganga,Yamuna,26.42638888888889,79.245,"Lower Yamuna Division(LYD), Agra",Base
Bangpura,Madhya Pradesh,RAJGARH,Ganga,Chapi,24.109722222222224,76.40916666666668,"Chambal Division(CD), Jaipur",Base
POOKKAYAM,Kerala,KASARAGOD,West flowing rivers from Tadri to Kanyakumari,Chandragiri,12.458333333333332,75.27638888888889,"Southern Western River Division(SWRD), Kochi",Base
BATESHWAR,Uttar Pradesh,AGRA,Ganga,Yamuna,26.941666666666666,78.57333333333332,"Lower Yamuna Division(LYD), Agra",Base
RAJAPUR,Uttar Pradesh,CHITRAKOOT,Ganga,Yamuna,25.387777777777778,81.15444444444445,"Lower Yamuna Division(LYD), Agra",Base
Bageshwar,Uttarakhand,Bageshwar,Ganga,Saryu,29.828055555555554,79.7713888888889,"Middle Ganga Division-I(MGD-I), Lucknow",Base
BHIND,Madhya Pradesh,BHIND,Ganga,Kunwari,26.60777777777778,78.85666666666665,"Lower Yamuna Division(LYD), Agra",Base
GAVACHI(VER),Gujarat,Surat,Tapi,Ver,21.254444444444445,73.13,"Executive Engineer, Tapi Division, Surat",Base
SAVKHEDA,Maharashtra,Jalgaon,Tapi,Tapi,21.149444444444445,75.23194444444445,"Executive Engineer, Tapi Division, Surat",Base
Navalgund,Karnataka,Dharwad,Krishna,Bennehala,15.573055555555555,75.37305555555555,"Cauvery Division, Bangaluru",Base
JOBRA(U/S),Odisha,CUTTACK,,,20.474999999999998,85.9,"Mahanadi Division(MD), Burla",Base
Fica Barrage D/S,Uttarakhand,UDHAM SINGH NAGAR,Ganga,Fica,29.30388888888889,78.79222222222222,"Middle Ganga Division-II(MGD-II), Lucknow",Base
PATTAZHY,Kerala,Kollam,West flowing rivers from Tadri to Kanyakumari,Kallada,9.072777777777777,76.7611111111111,"Southern Western River Division(SWRD), Kochi",Base
PATTUKOTTAI,Tamil Nadu,Thanjavur,East flowing rivers between Pennar and Kanyakumari,Agniyar,10.416944444444443,79.29166666666667,"Southern River Division(SRD), Coimbatore",Base
Rajegaon,Madhya Pradesh,BALAGHAT,Godavari,Bagh,21.62388888888889,80.25333333333333,"Wainganga Division(WD), Nagpur",Base
BISHNUPUR,West Bengal,BANKURA,Ganga,Dwarakeswar,23.115555555555556,87.31333333333333,"Damodar Division(DD), Asansol",Base
Gokak,Karnataka,Belgaum,Krishna,Ghatprabha,16.18138888888889,74.80111111111111,"Cauvery Division, Bangaluru",Base
MAHISHI,Karnataka,Shivamogga,Krishna,Tunga,13.697222222222223,75.33555555555554,"Cauvery Division, Bangaluru",Base
Verupakshapuram,Andhra Pradesh,CHITTOOR,East flowing rivers between Pennar and Kanyakumari,Swarnamukhi,13.794444444444444,79.70222222222222,"Hydrology Division(HD),Chennai",Base
Bansagar Dam_1,Madhya Pradesh,SHAHDOL,Ganga,Sone,24.191666666666666,81.2875,"Middle Ganga Division-III(MGD-III), Varanasi",Inflow
Doriganj,Bihar,SARAN,Ganga,Ganga,25.733055555555556,84.82444444444444,"Lower Ganga Division-II(LGD-II), Patna",Base
Kaliganj,Assam,KARIMGANJ,Barak and Others,Longai,24.783055555555556,92.41111111111111,"Meghna Division(MD), Silchar",Base
Durgawati,Bihar,KAIMUR,Ganga,Durgawati,25.21638888888889,83.51638888888888,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Saulighat,Bihar,MADHUBANI,Ganga,Adhwara,26.418055555555558,85.85305555555556,"Lower Ganga Division-I(LGD-I), Patna",Base
BENDRAHALLI,Karnataka,Chamarajanagara,Cauvery,Suvarnavathi,12.12888888888889,77.08305555555555,"Cauvery Division, Bangaluru",Base
Kokrajhar,Assam,KOKRAJHAR,Brahmaputra,Gaurang,26.397572222222223,90.25405833333333,"Middle Brahmaputra Division (MBD), Guwahati",Level
Elginbridge,Uttar Pradesh,BARABANKI,Ganga,Ghagra,27.095277777777778,81.48611111111111,"Middle Ganga Division-I(MGD-I), Lucknow",Level
Kota City,Rajasthan,KOTA,Ganga,Chambal,25.196666666666665,75.84444444444443,"Chambal Division(CD), Jaipur",Level
Kaddam Dam,Telangana,ADILABAD,Godavari,Kaddam vagu,19.1,78.78999999999999,"Upper Godavari Division(UGD), Hyderabad",Inflow
Tilga,Jharkhand,SIMDEGA,Brahmani and Baitarni,Brahmani,22.623333333333335,84.4175,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Polampalli,Andhra Pradesh,KRISHNA,Krishna,Munneru,17.015555555555554,80.17166666666667,"Lower Krishna Division(LKD), Hyderabad",Base
Jawahar Sagar DAM,Rajasthan,KOTA,Ganga,Chambal,25.03666666666667,75.67833333333334,"Chambal Division(CD), Jaipur",Inflow
Bisalpur Reservoir,Rajasthan,KARAULI,Ganga,Banas,25.92,75.45,"Chambal Division(CD), Jaipur",Inflow
Lodhikheda,Madhya Pradesh,CHHINDWARA,Godavari,Jam,21.579444444444444,78.86583333333333,"Wainganga Division(WD), Nagpur",Base
Mondgaon (Yelakeli),Maharashtra,Wardha,Godavari,Dham,20.811111111111114,78.59472222222222,"Wainganga Division(WD), Nagpur",Base
VYTHIRI,Kerala,WAYANAD,Cauvery,Kabini,11.549722222222222,76.03972222222222,"Cauvery Division, Bangaluru",Base
Chansura,Madhya Pradesh,UMARIA,Ganga,Son,23.866944444444446,81.21583333333334,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Penuganchi prolu,Andhra Pradesh,KRISHNA,Krishna,Munneru,16.90722222222222,80.25111111111111,"Lower Krishna Division(LKD), Hyderabad",Base
Isapur Reservoir,Maharashtra,Yavatmal,Godavari,Penganga,19.725555555555555,77.43472222222222,"Wainganga Division(WD), Nagpur",Inflow
TAMEN,Arunachal Pradesh,LOWER SUBANSIRI,Brahmaputra,Subansiri,27.76,94.00888888888889,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Upper Wardha Project,Maharashtra,Amravati,Godavari,Wardha,21.275277777777777,78.0586111111111,"Wainganga Division(WD), Nagpur",Inflow
Madhuban,Bihar,PURBA CHAMPARAN,Ganga,Burhi Gandak,26.446944444444444,85.14111111111112,"Lower Ganga Division-I(LGD-I), Patna",Base
Gagan Moradabad,Uttar Pradesh,MORADABAD,Ganga,Gangan,28.795555555555556,78.76527777777778,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Omkareshwar (NHPC) Reservoir,Madhya Pradesh,EAST NIMAR,Narmada,Narmada,22.240000000000002,76.16000000000001,"Narmada Division(ND), Bhopal",Inflow
Sabhawala,Uttarakhand,Dehradun,Ganga,Aasan,30.38111111111111,77.79666666666667,"Upper Yamuna Division(UYD), New Delhi",Base
